id,date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race
909,2022-11-18,07:40:25,Domestic Violence,New York,NY,7327 Elm St,85,Other,Hispanic
910,2022-12-01,13:31:25,Vandalism,Dallas,TX,4352 Maple Ave,72,Non-binary,White
911,2022-02-18,14:38:01,Burglary,Chicago,IL,5913 Broadway,68,Non-binary,Asian
912,2023-01-27,19:30:35,Burglary,San Diego,CA,8689 Main St,15,Female,Hispanic
913,2020-09-14,13:32:38,Robbery,Phoenix,AZ,5822 Main St,20,Female,Other
914,2025-04-08,06:22:00,Theft,Houston,TX,3576 Maple Ave,71,Male,Other
915,2022-11-07,21:58:53,Arson,Dallas,TX,3505 Pine St,87,Male,Asian
916,2021-10-09,14:10:31,Fraud,Chicago,IL,1233 Main St,84,Other,Other
917,2022-09-24,13:57:07,Assault,Dallas,TX,4070 Pine St,49,Other,Asian
918,2025-01-20,18:24:50,Robbery,Houston,TX,4881 Maple Ave,81,Male,Hispanic
919,2024-06-21,00:55:54,Assault,San Jose,CA,8104 Main St,45,Male,Other
920,2022-10-17,02:15:11,Assault,Houston,TX,8160 Oak St,53,Non-binary,Black
921,2022-06-11,15:43:16,Assault,San Jose,CA,6894 Elm St,61,Non-binary,Hispanic
922,2022-02-18,11:04:04,Drug Offense,San Jose,CA,6063 Broadway,87,Female,Black
923,2021-05-18,23:26:56,Fraud,San Diego,CA,5941 Main St,66,Non-binary,Black
924,2025-07-17,14:03:22,Theft,Los Angeles,CA,7298 Oak St,65,Female,Other
925,2020-10-22,07:35:50,Homicide,San Diego,CA,618 Broadway,65,Other,Hispanic
926,2020-11-25,09:28:22,Arson,Dallas,TX,1626 Maple Ave,47,Male,White
927,2024-10-13,07:28:32,Robbery,San Jose,CA,8801 Pine St,80,Female,Asian
928,2023-06-26,02:16:29,Domestic Violence,Los Angeles,CA,1787 Maple Ave,39,Non-binary,Other
929,2022-03-10,05:01:12,Vandalism,Phoenix,AZ,6119 Broadway,33,Male,Asian
930,2022-02-12,07:26:41,Assault,Philadelphia,PA,2662 Pine St,35,Male,Black
931,2023-08-27,13:00:29,Robbery,San Diego,CA,915 Pine St,35,Non-binary,Asian
932,2024-08-06,04:01:40,Vandalism,Houston,TX,4917 Broadway,69,Male,Black
933,2024-09-26,21:44:47,Theft,New York,NY,4384 Broadway,80,Female,White
934,2021-12-13,16:59:40,Robbery,Chicago,IL,4052 Broadway,16,Female,Black
935,2020-08-26,16:46:15,Arson,Dallas,TX,5493 Pine St,15,Other,Black
936,2022-01-07,02:24:30,Fraud,Dallas,TX,3066 Maple Ave,62,Male,Hispanic
937,2024-10-09,23:23:46,Fraud,San Diego,CA,6408 Elm St,22,Male,White
938,2021-01-04,21:12:14,Fraud,Dallas,TX,2052 Elm St,79,Male,White
939,2024-10-20,01:56:02,Domestic Violence,Houston,TX,6991 Oak St,14,Non-binary,Asian
940,2021-10-15,07:01:59,Homicide,New York,NY,3894 Pine St,83,Other,Hispanic
941,2023-12-09,17:27:06,Burglary,Houston,TX,3866 Main St,76,Other,Black
942,2023-05-22,17:22:59,Arson,San Diego,CA,9122 Elm St,24,Other,White
943,2022-08-19,14:48:56,Domestic Violence,Phoenix,AZ,9178 Elm St,18,Non-binary,Other
944,2023-08-27,02:13:19,Drug Offense,San Jose,CA,2958 Main St,85,Female,Hispanic
945,2024-12-03,08:51:50,Homicide,Chicago,IL,5615 Broadway,44,Male,Hispanic
946,2022-02-04,16:09:32,Domestic Violence,Dallas,TX,535 Maple Ave,69,Female,Asian
947,2021-08-18,20:33:20,Drug Offense,Chicago,IL,5209 Pine St,52,Female,Asian
948,2021-10-16,14:37:47,Domestic Violence,Philadelphia,PA,9964 Maple Ave,68,Female,Hispanic
949,2024-09-26,05:56:05,Robbery,Dallas,TX,8473 Pine St,41,Non-binary,Other
950,2022-05-06,11:05:54,Theft,Philadelphia,PA,9873 Maple Ave,75,Female,White
951,2021-04-12,21:30:03,Robbery,New York,NY,127 Main St,77,Non-binary,Other
952,2023-02-26,23:35:57,Arson,San Diego,CA,6180 Elm St,44,Non-binary,White
953,2021-03-09,17:01:21,Arson,San Diego,CA,8788 Main St,41,Male,White
954,2023-10-03,00:41:35,Vandalism,Philadelphia,PA,4967 Broadway,57,Non-binary,Other
955,2023-01-11,00:19:52,Drug Offense,Los Angeles,CA,7921 Pine St,33,Other,Black
956,2021-11-06,07:00:57,Vandalism,San Diego,CA,2069 Maple Ave,67,Female,White
957,2022-06-24,01:42:06,Homicide,San Jose,CA,3944 Elm St,83,Other,Hispanic
958,2025-01-14,19:09:43,Homicide,Los Angeles,CA,9532 Main St,55,Female,Hispanic
959,2022-05-10,12:57:52,Drug Offense,San Jose,CA,4895 Maple Ave,63,Non-binary,Black
960,2023-01-01,11:03:18,Arson,Chicago,IL,3978 Main St,12,Male,Other
961,2021-04-13,13:24:25,Arson,Phoenix,AZ,4909 Main St,71,Non-binary,Black
962,2025-05-07,20:19:08,Burglary,Phoenix,AZ,3562 Maple Ave,68,Other,Black
963,2021-08-05,08:19:20,Robbery,Los Angeles,CA,2489 Main St,76,Male,White
964,2025-03-26,22:02:54,Vandalism,Chicago,IL,390 Broadway,89,Non-binary,Hispanic
965,2022-03-02,05:06:43,Fraud,San Antonio,TX,528 Maple Ave,22,Non-binary,Black
966,2023-03-13,20:47:58,Fraud,San Diego,CA,8349 Pine St,13,Non-binary,White
967,2025-03-29,21:57:54,Fraud,Dallas,TX,6882 Elm St,67,Non-binary,Hispanic
968,2020-12-22,02:23:04,Arson,Phoenix,AZ,9544 Pine St,78,Male,Hispanic
969,2020-12-18,18:47:34,Burglary,New York,NY,5270 Maple Ave,62,Other,Other
970,2023-03-13,03:51:48,Theft,New York,NY,7597 Oak St,89,Female,Black
971,2021-04-11,03:55:20,Vandalism,Houston,TX,5560 Oak St,57,Female,Hispanic
972,2023-12-30,19:02:29,Fraud,Houston,TX,8509 Pine St,41,Female,White
973,2024-06-11,02:20:05,Burglary,Dallas,TX,9497 Elm St,70,Non-binary,Other
974,2025-05-28,19:52:16,Arson,Phoenix,AZ,319 Broadway,86,Female,Black
975,2024-08-04,04:11:30,Drug Offense,Dallas,TX,9952 Pine St,58,Non-binary,Hispanic
976,2023-10-06,10:23:51,Homicide,San Jose,CA,5199 Broadway,45,Male,Asian
977,2025-04-24,16:00:20,Theft,Los Angeles,CA,5567 Broadway,60,Female,Hispanic
978,2025-02-11,20:52:12,Robbery,Chicago,IL,2932 Oak St,83,Other,Hispanic
979,2022-06-14,09:15:36,Fraud,Dallas,TX,5228 Maple Ave,35,Non-binary,Asian
980,2022-09-20,21:24:06,Homicide,New York,NY,1999 Pine St,72,Non-binary,Other
981,2023-07-20,07:24:18,Homicide,San Jose,CA,9059 Pine St,74,Female,Other
982,2024-05-04,07:17:12,Burglary,San Diego,CA,8979 Pine St,86,Non-binary,Asian
983,2022-06-14,18:54:46,Homicide,Phoenix,AZ,1663 Maple Ave,24,Female,White
984,2021-03-08,23:29:21,Vandalism,Los Angeles,CA,171 Pine St,62,Other,Other
985,2024-04-30,04:55:31,Arson,San Antonio,TX,4428 Broadway,74,Male,White
986,2021-08-17,08:32:58,Assault,San Antonio,TX,7956 Maple Ave,75,Non-binary,Other
987,2023-08-20,22:57:52,Assault,San Jose,CA,8507 Pine St,84,Female,Asian
988,2021-08-22,08:15:08,Burglary,Chicago,IL,2683 Pine St,44,Other,Black
989,2024-11-16,08:42:42,Vandalism,Chicago,IL,2039 Broadway,51,Male,Black
990,2024-08-15,06:26:50,Theft,Chicago,IL,6079 Elm St,54,Female,Black
991,2024-01-21,06:00:31,Domestic Violence,Chicago,IL,6609 Maple Ave,82,Male,Asian
992,2024-06-05,03:33:03,Arson,San Diego,CA,7946 Broadway,71,Male,Black
993,2024-03-22,18:37:57,Assault,Phoenix,AZ,5162 Elm St,57,Female,Hispanic
994,2021-04-16,08:06:42,Burglary,San Jose,CA,2095 Maple Ave,67,Female,Asian
995,2025-05-15,13:34:13,Drug Offense,San Diego,CA,7516 Oak St,79,Male,Asian
996,2023-02-23,07:24:57,Assault,New York,NY,2793 Oak St,72,Female,Asian
997,2024-10-15,18:10:35,Drug Offense,San Jose,CA,2798 Elm St,26,Male,Other
998,2024-02-08,04:00:11,Assault,Houston,TX,8950 Pine St,34,Non-binary,Hispanic
999,2023-01-18,16:52:36,Homicide,Chicago,IL,4673 Oak St,16,Other,Hispanic
1000,2022-07-19,01:28:45,Homicide,Los Angeles,CA,5226 Oak St,54,Male,White
